City_ID,City,Country,Max Temp,Current Weather,Lat,Lng,Hotel Name
461,Skegness,GB,66.49,overcast clouds,53.1436,0.3363,
462,Nantucket,US,76.96,overcast clouds,41.2835,-70.0995,
463,Thinadhoo,MV,82.18,overcast clouds,0.5333,72.9333,
464,Zabid,YE,90.57,overcast clouds,14.1951,43.3152,
465,Greenville,US,91.81,scattered clouds,35.6127,-77.3663,
466,Inyonga,TZ,73.44,clear sky,-6.7167,32.0667,
467,Gamba,GA,74.59,broken clouds,-2.65,10.0,
469,Stolbovaya,RU,75.31,clear sky,55.2528,37.4853,
470,Altoona,US,90.32,few clouds,40.5187,-78.3947,
472,Tucuma,BR,85.33,broken clouds,-0.1833,-50.05,
473,Sefophe,BW,68.27,clear sky,-22.1833,27.9667,
474,Goure,NE,87.62,overcast clouds,13.9835,10.2704,
477,Goundam,ML,96.58,few clouds,16.4145,-3.6708,
478,Vila Franca Do Campo,PT,73.81,scattered clouds,37.7167,-25.4333,
479,Cuamba,MZ,67.78,clear sky,-14.8031,36.5372,
480,Biscarrosse,FR,76.68,clear sky,44.3945,-1.1672,
482,Chapais,CA,73.18,overcast clouds,49.7834,-74.8492,
483,Waldoboro,US,78.78,overcast clouds,44.0954,-69.3756,
484,Kolokani,ML,79.47,overcast clouds,13.5728,-8.0339,
485,Elat,IL,94.84,clear sky,29.5581,34.9482,
487,Banda Aceh,ID,79.45,light rain,5.5577,95.3222,
489,San Ramon De La Nueva Oran,AR,67.37,scattered clouds,-23.1322,-64.32600000000001,
490,Baherden,TM,87.66,clear sky,38.4362,57.4316,
491,La Asuncion,VE,94.73,clear sky,11.0333,-63.8628,
492,Alta Floresta,BR,96.62,clear sky,-9.8756,-56.0861,
493,Parambu,BR,89.74,overcast clouds,-6.2111,-40.6944,
495,Sechura,PE,76.78,clear sky,-5.5569,-80.8222,
496,Kifri,IQ,96.28,clear sky,34.6959,44.9661,
497,Goma,CD,65.14,overcast clouds,-1.6792,29.2228,
498,Rivera,UY,66.07,overcast clouds,-30.9053,-55.5508,
499,Ilhabela,BR,74.12,few clouds,-23.7781,-45.3581,
500,Crailsheim,DE,67.05,overcast clouds,49.1344,10.0719,
501,Kontagora,NG,73.36,overcast clouds,10.3999,5.4695,
502,Eyl,SO,76.39,clear sky,7.9803,49.8164,
503,Luau,AO,70.27,clear sky,-10.7073,22.2247,
504,Porto Nacional,BR,91.4,clear sky,-10.7081,-48.4172,
506,Uvarovka,RU,65.16,clear sky,55.5278,35.6061,
507,San Andres,CO,87.82,scattered clouds,12.5847,-81.7006,
510,Wum,CM,65.62,light rain,6.3833,10.0667,
511,Uvinza,TZ,75.16,scattered clouds,-5.1036,30.3911,
513,Lasa,IT,71.51,overcast clouds,46.6166,10.7002,
514,Pascagoula,US,93.22,thunderstorm,30.3658,-88.5561,
516,Westport,US,82.62,light rain,41.1415,-73.3579,
517,Vilhena,BR,89.82,clear sky,-12.7406,-60.1458,
518,Khalkhal,IR,70.38,scattered clouds,37.6189,48.5258,
519,Sao Raimundo Das Mangabeiras,BR,96.91,clear sky,-7.0219,-45.4811,
520,Yavatmal,IN,79.29,overcast clouds,20.4,78.1333,
521,Huarmey,PE,69.21,clear sky,-10.0681,-78.1522,
523,Lerik,AZ,77.72,clear sky,38.7726,48.4128,
524,Cabrera,DO,80.53,overcast clouds,19.6426,-69.9049,
525,Pedasi,PA,81.91,overcast clouds,7.5333,-80.0333,
526,Arthur,US,81.97,overcast clouds,39.7148,-88.4723,
527,Lusambo,CD,75.22,clear sky,-4.9667,23.45,
528,Saint-Joseph,RE,68.38,broken clouds,-21.3667,55.6167,
530,Chervonohryhorivka,UA,76.21,scattered clouds,47.623000000000005,34.5389,
531,Ewo,CG,84.96,overcast clouds,-0.8725,14.8206,
532,Marand,IR,80.94,clear sky,38.4329,45.7749,
534,Carbondale,US,92.77,few clouds,37.7273,-89.2168,
535,Cap Malheureux,MU,72.46,clear sky,-19.9842,57.6142,
537,Quatre Cocos,MU,72.09,clear sky,-20.2078,57.7625,
538,Riberalta,BO,93.4,smoke,-10.9833,-66.1,
539,Maturin,VE,80.04,overcast clouds,9.75,-63.1767,
540,Piploda,IN,75.97,overcast clouds,23.35,75.4333,
541,Mayumba,GA,74.26,overcast clouds,-3.432,10.6554,
543,Kampene,CD,73.58,few clouds,-3.6,26.6667,
544,Shieli,KZ,74.08,clear sky,44.1667,66.75,
545,Bom Jesus,BR,95.14,clear sky,-9.0744,-44.3586,
546,Offa,NG,70.9,overcast clouds,8.15,4.7167,
547,Nata,PA,82.47,overcast clouds,8.3333,-80.5167,
548,Adrar,MR,96.67,overcast clouds,20.5022,-10.0711,
549,Padang,ID,75.99,overcast clouds,-0.9492,100.3543,
550,Shahreza,IR,77.27,clear sky,32.0339,51.8794,
551,Mozarlandia,BR,93.51,overcast clouds,-14.7447,-50.5706,
552,Nova Gorica,SI,75.88,clear sky,45.956,13.6484,
553,Dakoro,NE,89.42,scattered clouds,14.5106,6.765,
554,Buraydah,SA,99.05,clear sky,26.326,43.975,
555,Weare,US,84.96,broken clouds,43.0948,-71.7306,
556,Garner,US,93.42,overcast clouds,35.7113,-78.6142,
558,Kudahuvadhoo,MV,82.89,overcast clouds,2.6708,72.8944,
559,Kadoma,JP,76.98,clear sky,34.7333,135.5833,
560,Castle Bruce,DM,90.28,broken clouds,15.4333,-61.2667,
561,Skaelskor,DK,66.97,broken clouds,55.2506,11.2935,
562,Odweyne,SO,76.82,scattered clouds,9.4092,45.06399999999999,
565,Bud,US,79.93,scattered clouds,39.446999999999996,-86.1758,
567,Kant,IN,83.46,broken clouds,27.8,79.8,
568,Jalalabad,AF,90.16,clear sky,34.4265,70.4515,
569,Unai,BR,83.98,scattered clouds,-16.3575,-46.9061,
570,Proletarskiy,RU,82.49,scattered clouds,50.7914,35.7731,
572,Sistranda,NO,66.16,broken clouds,63.7256,8.834,
574,Bardiyah,LY,80.64,clear sky,31.7561,25.0865,
575,Nicoya,CR,90.95,overcast clouds,10.1483,-85.45200000000001,
576,Isiro,CD,66.18,broken clouds,2.7739,27.616,
577,Kavaratti,IN,80.69,overcast clouds,10.5669,72.642,
579,Yenagoa,NG,75.88,light rain,4.9247,6.2642,
581,Saint-Louis,SN,96.67,overcast clouds,16.3333,-15.0,
582,Marsaxlokk,MT,84.07,clear sky,35.8419,14.5431,
583,Samana,DO,84.42,light thunderstorm,19.2056,-69.3369,
585,Sanchez,DO,84.22,light thunderstorm,19.2281,-69.6137,
586,Dakar,SN,81.48,overcast clouds,14.6937,-17.4441,
587,Ouadda,CF,68.83,light rain,8.0777,22.4007,
590,Horta,PT,74.84,scattered clouds,38.5333,-28.6333,
591,Filingue,NE,90.9,scattered clouds,14.3521,3.3168,
592,Sokolo,ML,92.07,clear sky,14.7328,-6.1219,
596,Sfantu Gheorghe,RO,72.27,light rain,45.8667,25.7833,
597,Brigantine,US,89.33,broken clouds,39.4101,-74.3646,
598,Luebo,CD,80.46,broken clouds,-5.35,21.4167,
599,Port Blair,IN,81.88,overcast clouds,11.6667,92.75,
600,Joshimath,IN,71.98,overcast clouds,30.5667,79.5667,
604,Monrovia,LR,74.97,light rain,6.3005,-10.7969,
605,Aqtobe,KZ,68.09,clear sky,50.2797,57.2072,
606,Konstantinovskaya,RU,75.49,light rain,44.0456,43.1583,
607,Abapo,BO,82.92,broken clouds,-18.8333,-63.4667,
608,Kolobrzeg,PL,66.09,overcast clouds,54.1757,15.5834,
609,Namibe,AO,65.32,few clouds,-15.1961,12.1522,
610,Schubelbach,CH,70.03,overcast clouds,47.1733,8.9281,
611,Yarmouth,US,77.2,overcast clouds,41.7057,-70.2286,
612,Mananjary,MG,66.33,few clouds,-21.2167,48.3333,
613,Tursunzoda,TJ,77.88,clear sky,38.5144,68.2333,
614,Abonnema,NG,76.86,light rain,4.7084,6.7931,
615,San Pedro,PH,81.63,broken clouds,14.35,121.0167,
616,Hoshcha,UA,66.45,broken clouds,50.6003,26.6744,
617,Ciudad Bolivar,VE,79.25,overcast clouds,8.1222,-63.5497,
618,Cabedelo,BR,79.47,scattered clouds,-6.9811,-34.8339,
619,Bondo,CD,70.09,overcast clouds,3.8146,23.6866,
621,Areia Branca,BR,91.6,few clouds,-4.9561,-37.1369,
