City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
345,Phalombe,MW,-15.8064,35.6507,62.35,39,0,3.49,clear sky
346,Mpika,ZM,-11.8343,31.4529,58.14,48,3,3.49,clear sky
347,Morros,BR,-9.4467,-46.3003,92.25,17,0,5.3,clear sky
348,Florida,US,28.7505,-82.5001,95.99,65,40,3.44,scattered clouds
349,Uaua,BR,-9.8414,-39.4817,81.37,44,99,17.43,overcast clouds
350,Plouzane,FR,48.3833,-4.6167,63.09,94,90,12.66,overcast clouds
351,Weston,US,26.1004,-80.3998,93.0,64,75,1.99,broken clouds
352,Tambura,SS,5.6,27.4667,69.69,93,99,4.76,overcast clouds
353,Sabaudia,IT,41.3003,13.0282,81.75,84,6,3.38,clear sky
354,Miragoane,HT,18.4423,-73.0876,84.52,65,9,3.42,clear sky
355,Hof,DE,50.3167,11.9167,63.45,59,100,1.99,overcast clouds
356,Pudozh,RU,61.8099,36.5345,67.59,70,100,4.14,overcast clouds
357,Marsa Matruh,EG,31.3525,27.2453,82.6,65,0,16.11,clear sky
358,Cayenne,GF,4.9333,-52.3333,87.84,78,75,8.01,broken clouds
359,Lagos,NG,6.5833,3.75,79.12,89,59,5.73,broken clouds
360,The Valley,AI,18.217,-63.0578,89.46,62,40,13.8,scattered clouds
361,Ostrovnoy,RU,68.0531,39.5131,52.92,76,0,8.79,clear sky
362,Rocha,UY,-34.4833,-54.3333,52.65,93,100,14.18,overcast clouds
363,Talnakh,RU,69.4865,88.3972,53.91,84,99,4.85,overcast clouds
364,Arlit,NE,18.7369,7.3853,84.69,45,100,8.99,overcast clouds
365,Mansa,IN,29.9833,75.3833,83.68,67,35,5.46,scattered clouds
366,Sudova Vyshnya,UA,49.7889,23.3722,63.75,85,6,4.16,clear sky
367,Les Escoumins,CA,48.1111,-69.0236,57.76,76,100,6.67,overcast clouds
368,Vytegra,RU,61.0064,36.4481,67.28,78,100,5.06,overcast clouds
369,Distraccion,CO,10.8969,-72.8861,97.99,28,83,7.85,broken clouds
370,Beloha,MG,-25.1667,45.05,63.54,83,0,3.94,clear sky
371,Sabha,LY,27.0377,14.4283,93.45,16,0,13.78,clear sky
372,Bathsheba,BB,13.2167,-59.5167,83.01,78,75,12.66,broken clouds
373,Matay,EG,28.419,30.7792,92.59,23,0,7.09,clear sky
374,Itarema,BR,-2.9248,-39.9167,83.73,66,5,21.14,clear sky
375,Yining,CN,29.0361,114.5636,77.7,97,100,1.77,overcast clouds
376,Columbus,US,39.9612,-82.9988,86.68,70,90,4.0,heavy intensity rain
377,Lubango,AO,-14.9172,13.4925,61.95,16,0,1.88,clear sky
378,Borisoglebskiy,RU,57.2586,39.1508,69.44,74,11,4.07,few clouds
379,Atar,MR,20.5169,-13.0499,101.34,13,11,14.18,few clouds
380,Barsovo,RU,61.1667,73.1667,60.93,69,100,6.06,overcast clouds
381,Porto Torres,IT,40.835,8.3972,80.78,75,3,12.44,clear sky
382,Peniche,PT,39.3558,-9.3811,71.29,83,0,12.88,clear sky
383,Gurupi,BR,-11.7292,-49.0686,92.62,21,5,6.49,clear sky
384,Chicama,PE,-7.8447,-79.1469,64.94,57,0,10.89,clear sky
385,Port-Gentil,GA,-0.7193,8.7815,76.53,80,34,10.42,scattered clouds
386,San Carlos,VE,9.6612,-68.5827,82.62,79,70,4.5,broken clouds
387,Jacmel,HT,18.2342,-72.5347,85.84,63,11,7.34,few clouds
388,Santa Maria,BR,-29.6842,-53.8069,72.7,68,75,3.44,broken clouds
389,Nizhnedevitsk,RU,51.5419,38.3657,77.05,60,100,14.18,overcast clouds
390,Jacareacanga,BR,-6.2222,-57.7528,95.31,41,0,6.91,clear sky
391,Bonthe,SL,7.5264,-12.505,77.77,73,100,10.98,overcast clouds
392,Gravdal,NO,68.1214,13.5031,62.49,88,40,6.91,scattered clouds
393,Energetik,RU,51.7445,58.7934,72.03,50,100,6.87,overcast clouds
394,Komsomolskiy,UZ,40.4272,71.7189,84.92,18,0,9.22,clear sky
395,Lodwar,KE,3.1191,35.5973,85.17,41,71,5.79,broken clouds
396,Bagotville,AU,-28.9833,153.4167,48.22,81,48,4.32,scattered clouds
397,Geraldton,AU,-28.7667,114.6,57.61,94,75,10.36,light intensity shower rain
398,Zambezi,ZM,-13.5432,23.1047,65.34,22,0,4.43,clear sky
399,Vicuna,CL,-30.0319,-70.7081,53.33,23,69,6.78,broken clouds
400,Gidole,ET,5.65,37.3667,57.31,76,84,0.49,broken clouds
401,Nadapuram,IN,11.7,75.6667,76.08,93,79,0.6,broken clouds
402,Haysyn,UA,48.8114,29.3898,70.92,70,17,7.58,few clouds
403,Anzio,IT,41.4853,12.6179,82.33,88,7,3.44,clear sky
404,San Cristobal,VE,7.7669,-72.225,80.62,60,33,7.47,scattered clouds
405,Clyde River,CA,70.4692,-68.5914,35.83,100,90,13.8,light intensity drizzle
406,Umm Lajj,SA,25.0213,37.2685,93.0,41,0,5.19,clear sky
407,Chaman,PK,30.9236,66.4512,81.46,11,0,4.16,clear sky
408,Raga,SS,8.4596,25.678,71.35,91,89,1.63,light rain
409,Mikhaylovka,RU,50.06,43.2379,84.4,29,100,11.77,light rain
410,Saint-Francois,FR,46.4154,3.9054,65.64,79,0,2.3,clear sky
411,Changji,CN,44.0167,87.3167,83.19,23,0,8.95,clear sky
412,Nsoko,SZ,-27.0333,31.95,62.51,64,0,11.99,clear sky
413,Melo,UY,-32.3667,-54.1833,55.45,96,100,8.9,overcast clouds
414,Bengkulu,ID,-3.8004,102.2655,75.65,90,100,5.17,overcast clouds
415,Abhar,IR,36.1468,49.218,78.71,40,87,2.82,overcast clouds
416,Uglovka,RU,58.2392,33.5108,61.16,91,19,2.64,few clouds
417,Boa Vista,BR,2.8197,-60.6733,78.78,83,90,5.75,light rain
418,Urumqi,CN,43.801,87.6005,79.75,23,0,8.95,clear sky
419,Synya,RU,65.3718,58.0387,48.43,97,12,4.83,few clouds
420,Opuwo,NA,-18.0607,13.84,68.36,16,6,8.28,clear sky
421,Pagegiai,LT,55.1381,21.9089,59.77,79,99,0.54,overcast clouds
422,Lohardaga,IN,23.4333,84.6833,76.41,86,99,5.12,overcast clouds
423,Salamanca,ES,40.8333,-6.0,81.99,15,1,9.22,clear sky
424,Bougouni,ML,11.417,-7.479,77.7,83,100,3.87,light rain
425,Maiduguri,NG,11.8464,13.1603,77.29,79,99,4.65,overcast clouds
426,Temyasovo,RU,52.9933,58.1014,62.96,64,87,3.94,overcast clouds
427,Guacui,BR,-20.7756,-41.6794,67.95,60,90,1.25,overcast clouds
428,Anjozorobe,MG,-18.4,47.8667,55.72,93,17,2.89,few clouds
429,Shahrud,IR,36.4182,54.9763,81.25,32,4,5.95,clear sky
430,Barra Do Garcas,BR,-15.89,-52.2567,93.78,21,20,4.61,few clouds
431,Kedrovyy,RU,56.1667,91.8167,55.81,82,40,2.51,scattered clouds
432,Vestmanna,FO,62.1564,-7.1664,49.12,100,90,6.91,mist
433,Syamzha,RU,60.0158,41.0614,64.45,81,99,3.8,overcast clouds
434,Formosa,AR,-26.1775,-58.1781,58.98,67,90,13.8,overcast clouds
435,Glazov,RU,58.1394,52.6584,57.58,95,53,7.16,broken clouds
436,Inirida,CO,3.8653,-67.9239,90.57,48,39,3.09,scattered clouds
437,Rio Gallegos,AR,-51.6226,-69.2181,53.65,35,0,19.57,clear sky
438,Abha,SA,18.2164,42.5053,79.05,28,0,4.61,clear sky
439,Mashhad,IR,36.297,59.6062,78.94,31,0,4.61,clear sky
440,Camana,PE,-16.6228,-72.7111,63.05,75,68,11.39,broken clouds
441,Krumovgrad,BG,41.4667,25.65,78.04,37,0,2.35,clear sky
442,Mossendjo,CG,-2.9506,12.7261,76.24,54,55,2.8,broken clouds
443,Otradnyy,RU,53.376,51.3452,74.12,32,100,1.19,overcast clouds
444,Cumra,TR,37.5732,32.7745,73.54,48,10,5.57,clear sky
445,Azul,AR,-36.777,-59.8585,48.49,43,6,9.71,clear sky
446,Izhma,RU,65.0083,53.9113,49.05,88,6,3.56,clear sky
447,Novodugino,RU,55.6305,34.2842,65.3,72,2,3.4,clear sky
448,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,75,6,14.25,clear sky
449,Coswig,DE,51.1333,13.5833,70.99,57,0,3.44,clear sky
450,Nsanje,MW,-16.92,35.262,68.23,38,0,2.19,clear sky
451,Kharp,RU,66.8014,65.8081,52.34,77,89,4.41,overcast clouds
452,Manoharpur,IN,27.3,75.95,81.55,86,100,16.6,overcast clouds
453,Miandrivazo,MG,-19.5167,45.4667,70.3,39,0,2.89,clear sky
454,Las Tunas,CU,20.9617,-76.9511,91.53,59,99,13.94,overcast clouds
455,Albacete,ES,38.8333,-2.0,81.41,54,0,10.36,clear sky
456,Camopi,GF,3.1655,-52.3158,85.41,62,52,4.7,broken clouds
457,Korla,CN,41.7597,86.1469,78.66,39,0,12.37,clear sky
458,Karasjok,NO,69.4719,25.5112,62.71,71,100,6.6,overcast clouds
459,Bandundu,CD,-3.3167,17.3667,86.63,34,49,3.62,scattered clouds
460,Hvide Sande,DK,56.0045,8.1294,63.0,78,100,11.77,overcast clouds
461,Skegness,GB,53.1436,0.3363,66.49,70,100,8.84,overcast clouds
462,Nantucket,US,41.2835,-70.0995,76.96,85,90,11.5,overcast clouds
463,Thinadhoo,MV,0.5333,72.9333,82.18,73,100,8.79,overcast clouds
464,Zabid,YE,14.1951,43.3152,90.57,59,96,9.91,overcast clouds
465,Greenville,US,35.6127,-77.3663,91.81,60,40,5.75,scattered clouds
466,Inyonga,TZ,-6.7167,32.0667,73.44,32,6,4.54,clear sky
467,Gamba,GA,-2.65,10.0,74.59,78,70,6.91,broken clouds
468,Yar-Sale,RU,66.8333,70.8333,49.87,82,100,11.27,overcast clouds
469,Stolbovaya,RU,55.2528,37.4853,75.31,65,3,4.32,clear sky
470,Altoona,US,40.5187,-78.3947,90.32,55,17,1.01,few clouds
471,Nadym,RU,65.5333,72.5167,49.3,75,100,16.04,overcast clouds
472,Tucuma,BR,-0.1833,-50.05,85.33,64,76,7.23,broken clouds
473,Sefophe,BW,-22.1833,27.9667,68.27,20,5,4.9,clear sky
474,Goure,NE,13.9835,10.2704,87.62,46,100,7.7,overcast clouds
475,Krasnoye,UA,49.9145,24.6134,63.75,85,10,2.24,clear sky
476,Strezhevoy,RU,60.7333,77.5889,58.98,68,97,5.14,overcast clouds
477,Goundam,ML,16.4145,-3.6708,96.58,33,17,7.67,few clouds
478,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,72,25,6.4,scattered clouds
479,Cuamba,MZ,-14.8031,36.5372,67.78,32,0,4.65,clear sky
480,Biscarrosse,FR,44.3945,-1.1672,76.68,64,0,5.75,clear sky
481,Ondangwa,NA,-17.9167,15.95,73.4,17,5,3.44,clear sky
482,Chapais,CA,49.7834,-74.8492,73.18,54,93,12.35,overcast clouds
483,Waldoboro,US,44.0954,-69.3756,78.78,85,88,8.75,overcast clouds
484,Kolokani,ML,13.5728,-8.0339,79.47,79,96,8.97,overcast clouds
485,Elat,IL,29.5581,34.9482,94.84,20,0,9.22,clear sky
486,Knysna,ZA,-34.0363,23.0471,46.78,62,75,8.08,broken clouds
487,Banda Aceh,ID,5.5577,95.3222,79.45,82,100,9.57,light rain
488,Bahia Blanca,AR,-38.7196,-62.2724,51.4,38,27,6.6,scattered clouds
489,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,67.37,29,41,8.86,scattered clouds
490,Baherden,TM,38.4362,57.4316,87.66,11,0,5.14,clear sky
491,La Asuncion,VE,11.0333,-63.8628,94.73,52,8,18.41,clear sky
492,Alta Floresta,BR,-9.8756,-56.0861,96.62,24,0,5.75,clear sky
493,Parambu,BR,-6.2111,-40.6944,89.74,30,88,6.87,overcast clouds
494,Tsumeb,NA,-19.2333,17.7167,54.95,15,15,7.72,few clouds
495,Sechura,PE,-5.5569,-80.8222,76.78,54,0,15.52,clear sky
496,Kifri,IQ,34.6959,44.9661,96.28,16,0,16.8,clear sky
497,Goma,CD,-1.6792,29.2228,65.14,81,100,3.42,overcast clouds
498,Rivera,UY,-30.9053,-55.5508,66.07,87,96,6.22,overcast clouds
499,Ilhabela,BR,-23.7781,-45.3581,74.12,61,21,4.47,few clouds
500,Crailsheim,DE,49.1344,10.0719,67.05,79,89,2.04,overcast clouds
501,Kontagora,NG,10.3999,5.4695,73.36,89,92,3.09,overcast clouds
502,Eyl,SO,7.9803,49.8164,76.39,83,2,24.38,clear sky
503,Luau,AO,-10.7073,22.2247,70.27,19,0,2.82,clear sky
504,Porto Nacional,BR,-10.7081,-48.4172,91.4,18,1,3.91,clear sky
505,Kovdor,RU,67.5662,30.4758,56.34,77,100,7.52,overcast clouds
506,Uvarovka,RU,55.5278,35.6061,65.16,72,5,3.83,clear sky
507,San Andres,CO,12.5847,-81.7006,87.82,66,40,13.8,scattered clouds
508,Trelew,AR,-43.249,-65.3051,58.37,23,0,9.31,clear sky
509,Pangody,RU,65.85,74.4859,50.49,78,100,12.64,overcast clouds
510,Wum,CM,6.3833,10.0667,65.62,97,100,2.26,light rain
511,Uvinza,TZ,-5.1036,30.3911,75.16,40,31,2.8,scattered clouds
512,Manyana,BW,-23.4,21.7167,56.59,34,14,16.67,few clouds
513,Lasa,IT,46.6166,10.7002,71.51,87,94,3.2,overcast clouds
514,Pascagoula,US,30.3658,-88.5561,93.22,52,1,0.0,thunderstorm
515,Porto Walter,BR,-8.2686,-72.7439,100.35,24,19,2.08,few clouds
516,Westport,US,41.1415,-73.3579,82.62,90,90,8.01,light rain
517,Vilhena,BR,-12.7406,-60.1458,89.82,31,0,5.75,clear sky
518,Khalkhal,IR,37.6189,48.5258,70.38,47,43,6.8,scattered clouds
519,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,96.91,16,0,7.36,clear sky
520,Yavatmal,IN,20.4,78.1333,79.29,76,100,5.14,overcast clouds
521,Huarmey,PE,-10.0681,-78.1522,69.21,68,0,12.8,clear sky
522,Lesogorskiy,RU,61.0455,28.9294,63.43,95,70,4.85,broken clouds
523,Lerik,AZ,38.7726,48.4128,77.72,48,10,4.94,clear sky
524,Cabrera,DO,19.6426,-69.9049,80.53,78,100,14.29,overcast clouds
525,Pedasi,PA,7.5333,-80.0333,81.91,76,100,10.89,overcast clouds
526,Arthur,US,39.7148,-88.4723,81.97,83,95,5.01,overcast clouds
527,Lusambo,CD,-4.9667,23.45,75.22,61,7,2.71,clear sky
528,Saint-Joseph,RE,-21.3667,55.6167,68.38,87,79,2.3,broken clouds
529,Chililabombwe,ZM,-12.3648,27.8229,64.44,28,0,2.75,clear sky
530,Chervonohryhorivka,UA,47.623,34.5389,76.21,57,42,4.7,scattered clouds
531,Ewo,CG,-0.8725,14.8206,84.96,45,92,2.89,overcast clouds
532,Marand,IR,38.4329,45.7749,80.94,41,0,8.88,clear sky
533,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,52.14,68,100,13.91,overcast clouds
534,Carbondale,US,37.7273,-89.2168,92.77,69,20,13.8,few clouds
535,Cap Malheureux,MU,-19.9842,57.6142,72.46,81,0,5.01,clear sky
536,Ust-Tsilma,RU,65.441,52.1498,50.34,86,1,3.58,clear sky
537,Quatre Cocos,MU,-20.2078,57.7625,72.09,85,0,8.32,clear sky
538,Riberalta,BO,-10.9833,-66.1,93.4,43,40,9.22,smoke
539,Maturin,VE,9.75,-63.1767,80.04,84,100,5.86,overcast clouds
540,Piploda,IN,23.35,75.4333,75.97,86,97,12.55,overcast clouds
541,Mayumba,GA,-3.432,10.6554,74.26,82,98,7.25,overcast clouds
542,Ongandjera,NA,-17.8833,15.0667,68.45,16,2,7.16,clear sky
543,Kampene,CD,-3.6,26.6667,73.58,66,13,2.82,few clouds
544,Shieli,KZ,44.1667,66.75,74.08,31,0,7.14,clear sky
545,Bom Jesus,BR,-9.0744,-44.3586,95.14,16,3,5.68,clear sky
546,Offa,NG,8.15,4.7167,70.9,97,86,5.28,overcast clouds
547,Nata,PA,8.3333,-80.5167,82.47,73,100,10.78,overcast clouds
548,Adrar,MR,20.5022,-10.0711,96.67,12,100,11.48,overcast clouds
549,Padang,ID,-0.9492,100.3543,75.99,95,100,1.5,overcast clouds
550,Shahreza,IR,32.0339,51.8794,77.27,13,0,4.45,clear sky
551,Mozarlandia,BR,-14.7447,-50.5706,93.51,17,96,3.02,overcast clouds
552,Nova Gorica,SI,45.956,13.6484,75.88,78,2,2.3,clear sky
553,Dakoro,NE,14.5106,6.765,89.42,43,35,3.76,scattered clouds
554,Buraydah,SA,26.326,43.975,99.05,11,0,10.13,clear sky
555,Weare,US,43.0948,-71.7306,84.96,72,54,8.5,broken clouds
556,Garner,US,35.7113,-78.6142,93.42,56,98,7.81,overcast clouds
557,Beira,MZ,-19.8436,34.8389,62.69,88,20,6.91,few clouds
558,Kudahuvadhoo,MV,2.6708,72.8944,82.89,72,99,10.56,overcast clouds
559,Kadoma,JP,34.7333,135.5833,76.98,82,6,11.81,clear sky
560,Castle Bruce,DM,15.4333,-61.2667,90.28,70,75,8.05,broken clouds
561,Skaelskor,DK,55.2506,11.2935,66.97,64,77,5.12,broken clouds
562,Odweyne,SO,9.4092,45.064,76.82,55,46,13.35,scattered clouds
563,Thompson,CA,55.7435,-97.8558,57.36,72,75,3.44,broken clouds
564,Kang,BW,-23.6752,22.7876,57.31,32,6,13.91,clear sky
565,Bud,US,39.447,-86.1758,79.93,82,40,13.02,scattered clouds
566,Salekhard,RU,66.53,66.6019,52.45,76,100,2.89,overcast clouds
567,Kant,IN,27.8,79.8,83.46,80,79,4.63,broken clouds
568,Jalalabad,AF,34.4265,70.4515,90.16,44,1,3.15,clear sky
569,Unai,BR,-16.3575,-46.9061,83.98,28,49,4.09,scattered clouds
570,Proletarskiy,RU,50.7914,35.7731,82.49,42,26,9.53,scattered clouds
571,Sovetskiy,RU,61.3614,63.5842,51.42,93,58,8.97,broken clouds
572,Sistranda,NO,63.7256,8.834,66.16,87,69,8.97,broken clouds
573,Batsfjord,NO,70.6345,29.7185,64.18,59,0,11.5,clear sky
574,Bardiyah,LY,31.7561,25.0865,80.64,73,0,11.95,clear sky
575,Nicoya,CR,10.1483,-85.452,90.95,61,93,4.36,overcast clouds
576,Isiro,CD,2.7739,27.616,66.18,98,65,1.52,broken clouds
577,Kavaratti,IN,10.5669,72.642,80.69,79,100,22.46,overcast clouds
578,Eslov,SE,55.8393,13.3039,60.48,93,99,5.37,overcast clouds
579,Yenagoa,NG,4.9247,6.2642,75.88,89,100,4.45,light rain
580,Yelanskiy,RU,56.8419,62.5014,58.84,80,91,5.12,overcast clouds
581,Saint-Louis,SN,16.3333,-15.0,96.67,31,100,11.14,overcast clouds
582,Marsaxlokk,MT,35.8419,14.5431,84.07,94,0,4.61,clear sky
583,Samana,DO,19.2056,-69.3369,84.42,84,75,6.91,light thunderstorm
584,Kemijarvi,FI,66.7131,27.4306,56.46,97,100,8.28,overcast clouds
585,Sanchez,DO,19.2281,-69.6137,84.22,89,40,11.5,light thunderstorm
586,Dakar,SN,14.6937,-17.4441,81.48,76,100,11.81,overcast clouds
587,Ouadda,CF,8.0777,22.4007,68.83,97,93,3.09,light rain
588,Pavilosta,LV,56.8879,21.1859,60.71,80,5,12.17,clear sky
589,Sorland,NO,67.667,12.6934,62.67,89,100,8.03,overcast clouds
590,Horta,PT,38.5333,-28.6333,74.84,78,40,10.36,scattered clouds
591,Filingue,NE,14.3521,3.3168,90.9,48,42,5.08,scattered clouds
592,Sokolo,ML,14.7328,-6.1219,92.07,44,10,8.12,clear sky
593,Chinhoyi,ZW,-17.3667,30.2,61.54,21,0,2.95,clear sky
594,Rioja,AR,-29.4111,-66.8507,55.04,48,56,6.2,broken clouds
595,Leh,IN,34.1667,77.5833,60.67,51,89,5.08,overcast clouds
596,Sfantu Gheorghe,RO,45.8667,25.7833,72.27,60,58,2.42,light rain
597,Brigantine,US,39.4101,-74.3646,89.33,75,75,9.22,broken clouds
598,Luebo,CD,-5.35,21.4167,80.46,45,52,0.38,broken clouds
599,Port Blair,IN,11.6667,92.75,81.88,84,100,9.71,overcast clouds
600,Joshimath,IN,30.5667,79.5667,71.98,88,99,0.34,overcast clouds
601,Ostrov,RU,57.3439,28.3537,64.13,87,6,4.83,clear sky
602,Lisakovsk,KZ,52.5369,62.4936,62.06,81,100,7.38,overcast clouds
603,Mmabatho,ZA,-25.85,25.6333,58.96,25,66,11.5,broken clouds
604,Monrovia,LR,6.3005,-10.7969,74.97,80,100,10.38,light rain
605,Aqtobe,KZ,50.2797,57.2072,68.09,60,0,4.47,clear sky
606,Konstantinovskaya,RU,44.0456,43.1583,75.49,71,100,8.05,light rain
607,Abapo,BO,-18.8333,-63.4667,82.92,28,70,9.4,broken clouds
608,Kolobrzeg,PL,54.1757,15.5834,66.09,62,94,7.72,overcast clouds
609,Namibe,AO,-15.1961,12.1522,65.32,84,14,3.96,few clouds
610,Schubelbach,CH,47.1733,8.9281,70.03,49,100,4.52,overcast clouds
611,Yarmouth,US,41.7057,-70.2286,77.2,85,90,6.91,overcast clouds
612,Mananjary,MG,-21.2167,48.3333,66.33,90,21,4.12,few clouds
613,Tursunzoda,TJ,38.5144,68.2333,77.88,18,0,6.73,clear sky
614,Abonnema,NG,4.7084,6.7931,76.86,86,100,5.75,light rain
615,San Pedro,PH,14.35,121.0167,81.63,90,75,1.14,broken clouds
616,Hoshcha,UA,50.6003,26.6744,66.45,78,56,6.62,broken clouds
617,Ciudad Bolivar,VE,8.1222,-63.5497,79.25,76,100,2.39,overcast clouds
618,Cabedelo,BR,-6.9811,-34.8339,79.47,75,27,13.51,scattered clouds
619,Bondo,CD,3.8146,23.6866,70.09,95,100,1.14,overcast clouds
620,Aswan,EG,24.0934,32.907,101.5,17,0,9.22,clear sky
621,Areia Branca,BR,-4.9561,-37.1369,91.6,63,17,14.34,few clouds
622,Pag,HR,44.445,15.0575,79.38,51,0,3.22,clear sky
623,Sangmelima,CM,2.9333,11.9833,69.21,89,55,3.24,broken clouds
624,Kamensk-Uralskiy,RU,56.4185,61.9329,59.92,72,87,6.62,overcast clouds
625,Hassleholm,SE,56.1591,13.7664,62.44,96,100,3.2,overcast clouds
626,Muscat,OM,23.6139,58.5922,86.02,62,7,2.08,clear sky
627,Mahabad,IR,36.7631,45.7222,79.9,19,0,6.64,clear sky
628,Porto Velho,BR,-8.7619,-63.9039,93.25,36,0,5.75,clear sky
629,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,17,0,11.5,clear sky
630,La Baule-Escoublac,FR,47.2922,-2.364,66.15,84,75,6.91,broken clouds
631,Murdochville,CA,48.9583,-65.5006,56.28,42,83,10.04,broken clouds
632,Shelburne,CA,44.0787,-80.2041,87.85,50,100,14.79,overcast clouds
633,Aasiaat,GL,68.7098,-52.8699,38.7,86,99,10.29,overcast clouds
634,Conde,BR,-7.2597,-34.9075,78.26,83,75,9.22,broken clouds
635,Yarkovo,RU,57.4028,67.0786,56.91,90,100,7.92,overcast clouds
636,Abu Kamal,SY,34.4506,40.9171,91.4,28,0,2.51,clear sky
637,Pedernales,DO,18.0384,-71.744,88.38,59,82,3.38,broken clouds
638,Brora,GB,58.0099,-3.8518,62.06,89,93,6.85,overcast clouds
639,Maragogi,BR,-9.0122,-35.2225,74.71,89,98,11.59,overcast clouds
640,Savannah Bight,HN,16.45,-85.85,89.65,77,60,13.73,broken clouds
641,Yurla,RU,59.3259,54.3223,51.66,98,96,4.07,overcast clouds
642,Berlevag,NO,70.8578,29.0864,64.2,76,100,10.96,overcast clouds
643,Mizan Teferi,ET,6.9833,35.5833,61.88,96,95,1.3,overcast clouds
644,Zyryanskoye,RU,56.8306,86.6258,61.9,80,41,5.53,scattered clouds
645,Marawi,PH,7.9986,124.2928,66.65,87,100,1.43,overcast clouds
646,Mogadouro,PT,41.3403,-6.7119,82.78,18,70,5.99,broken clouds
647,Nacala,MZ,-14.5428,40.6728,70.56,73,0,6.33,clear sky
648,Kamenka,RU,51.3223,42.7678,78.85,36,100,7.07,light rain
649,Qobustan,AZ,40.0824,49.412,78.91,58,98,9.82,overcast clouds
650,Estelle,US,29.8458,-90.1067,93.06,67,75,9.22,thunderstorm
651,Micheweni,TZ,-4.9667,39.8333,75.29,78,37,12.28,scattered clouds
652,Andenes,NO,69.3143,16.1194,61.47,82,0,6.91,clear sky
653,Xai-Xai,MZ,-25.0519,33.6442,69.71,81,52,22.66,broken clouds
654,Sinop,TR,41.7711,34.8709,64.47,88,96,4.99,overcast clouds
655,Muisne,EC,0.6,-80.0333,86.11,79,80,8.23,broken clouds
656,Roura,GF,4.7263,-52.3274,87.71,70,75,10.36,broken clouds
657,Mitsamiouli,KM,-11.3847,43.2844,76.6,67,4,7.4,clear sky
658,Puquio,PE,-14.7,-74.1333,66.04,22,3,9.04,clear sky
659,Durres,AL,41.3231,19.4414,77.18,58,0,2.01,clear sky
660,Roma,US,43.2128,-75.4557,89.46,57,20,4.61,few clouds
661,Mercedes,AR,-34.6515,-59.4307,53.19,77,99,11.61,overcast clouds
662,Rajula,IN,21.05,71.4333,80.15,77,52,8.7,broken clouds
663,Sangod,IN,24.9167,76.2833,77.67,88,100,4.72,heavy intensity rain
664,Dodoma,TZ,-6.1722,35.7395,70.07,49,75,8.21,broken clouds
665,Murgab,TM,37.4966,61.9714,80.47,39,0,4.61,clear sky
666,Nuuk,GL,64.1835,-51.7216,47.01,81,75,9.22,broken clouds
667,Ayia Galini,GR,35.1,24.6833,87.75,33,0,8.61,clear sky
668,Palafrugell,ES,41.9174,3.1631,75.96,88,99,4.36,overcast clouds
669,Stornoway,GB,58.2093,-6.3865,59.94,94,75,9.22,broken clouds
670,Valparaiso,CL,-33.0393,-71.6273,61.03,62,0,4.61,clear sky
671,Bohicon,BJ,7.1783,2.0667,75.9,79,100,7.14,overcast clouds
672,Moi,NO,58.4567,6.5518,62.28,95,100,4.23,overcast clouds
673,Rathdrum,US,47.8137,-116.892,74.21,58,1,5.01,clear sky
674,Thornbury,GB,52.2333,-2.55,63.72,79,94,1.01,overcast clouds
675,Dietzenbach,DE,50.0167,8.7833,71.02,57,0,6.91,clear sky
676,Portree,GB,57.4129,-6.1942,59.86,90,39,8.19,scattered clouds
677,Rio Grande,BR,-32.035,-52.0986,59.11,96,100,4.88,overcast clouds
678,Safaga,EG,26.7292,33.9365,96.75,41,0,5.17,clear sky
679,Chunian,PK,30.964,73.9803,85.93,52,1,5.41,clear sky
680,Yopal,CO,5.3378,-72.3959,80.17,85,94,3.53,overcast clouds
681,Azanka,RU,58.0401,64.7893,56.68,90,100,7.43,overcast clouds
682,Salinas,US,36.6777,-121.6555,81.57,71,1,9.22,clear sky
683,Autazes,BR,-3.5797,-59.1306,95.94,34,77,4.07,broken clouds
684,Zatoka,UA,46.0725,30.4654,75.74,58,0,11.36,clear sky
685,Kargil,IN,34.5667,76.1,55.6,60,92,3.11,overcast clouds
686,Nautanwa,IN,27.4333,83.4167,79.39,93,68,5.17,broken clouds
687,Moskovskiy,RU,55.5991,37.355,76.98,78,0,4.47,clear sky
688,Tulu Bolo,ET,8.6667,38.2167,57.65,86,65,4.03,broken clouds
689,Paragominas,BR,-2.9667,-47.4833,90.9,37,95,4.03,overcast clouds
690,Bourg-En-Bresse,FR,46.1667,5.1667,73.22,87,12,2.86,few clouds
691,Ajdabiya,LY,30.7554,20.2263,89.4,42,0,14.0,clear sky
692,Turayf,SA,31.6725,38.6637,82.65,30,0,6.91,clear sky
693,Jadu,LY,31.953,12.0261,90.81,15,0,13.0,clear sky
694,Atasu,KZ,48.6814,71.6433,66.83,66,19,9.64,few clouds
695,Abalak,RU,58.1286,68.5944,57.15,89,100,8.28,overcast clouds
